"Date","Price","Open","High","Low","Vol.","Change %"
"09/19/2022","2,954.98","2,962.00","2,967.85","2,914.97","2.07M","0.67%"
"09/16/2022","2,935.36","3,001.02","3,018.93","2,926.88","5.32M","-3.08%"
"09/15/2022","3,028.68","3,053.71","3,061.27","3,024.44","2.14M","-0.51%"
"09/14/2022","3,044.34","3,058.59","3,064.83","3,037.90","5.09M","-3.37%"
"09/13/2022","3,150.64","3,183.91","3,183.91","3,146.39","1.97M","-0.42%"
"09/12/2022","3,163.91","3,160.93","3,190.10","3,146.39","1.79M","0.79%"
"09/09/2022","3,139.22","3,117.12","3,154.69","3,091.27","1.56M","1.51%"
"09/08/2022","3,092.39","3,092.73","3,105.90","3,083.07","1.35M","0.64%"
"09/07/2022","3,072.83","3,026.39","3,084.83","3,026.39","1.29M","0.72%"
"09/06/2022","3,050.83","3,059.07","3,064.29","3,030.63","1.94M","-0.20%"
"09/05/2022","3,057.02","3,047.51","3,071.22","3,036.39","2.15M","0.10%"
"09/02/2022","3,054.10","3,085.90","3,085.90","3,044.24","2.05M","-0.04%"
"09/01/2022","3,055.37","3,112.25","3,112.25","3,044.93","3.55M","-2.47%"
"08/30/2022","3,132.88","3,078.10","3,147.86","3,065.51","3.43M","2.51%"
"08/29/2022","3,056.20","3,048.83","3,066.10","3,005.90","2.54M","-2.78%"
"08/26/2022","3,143.66","3,155.47","3,177.61","3,138.39","1.46M","0.12%"
"08/25/2022","3,139.76","3,196.15","3,198.25","3,136.39","1.95M","-1.14%"
"08/24/2022","3,176.00","3,211.76","3,227.37","3,170.98","1.69M","-0.89%"
"08/23/2022","3,204.54","3,239.03","3,260.44","3,190.30","1.85M","-2.09%"
"08/22/2022","3,272.78","3,282.98","3,301.61","3,265.81","1.54M","-0.92%"
"08/19/2022","3,303.22","3,304.44","3,338.10","3,289.08","1.40M","0.13%"
"08/18/2022","3,298.83","3,307.37","3,309.32","3,280.05","1.43M","-0.58%"
"08/17/2022","3,318.20","3,302.59","3,334.64","3,288.93","1.62M","0.25%"
"08/16/2022","3,310.00","3,327.86","3,331.61","3,304.93","839.94K","-0.26%"
"08/12/2022","3,318.64","3,335.66","3,335.66","3,298.83","1.47M","-0.61%"
"08/11/2022","3,339.08","3,317.13","3,345.13","3,292.78","1.45M","2.03%"
"08/10/2022","3,272.49","3,302.49","3,302.49","3,253.71","1.88M","-0.60%"
"08/08/2022","3,292.20","3,282.98","3,296.54","3,254.69","1.07M","0.28%"
"08/05/2022","3,283.03","3,279.27","3,294.69","3,273.22","1.11M","0.30%"
"08/04/2022","3,273.18","3,268.35","3,305.32","3,226.74","2.15M","0.46%"
"08/03/2022","3,258.10","3,200.05","3,267.37","3,197.17","2.90M","1.45%"
"08/02/2022","3,211.56","3,209.81","3,232.15","3,191.91","1.27M","-0.21%"
"08/01/2022","3,218.39","3,245.91","3,245.91","3,191.27","1.31M","-0.09%"
"07/29/2022","3,221.42","3,209.81","3,236.44","3,195.17","2.43M","1.27%"
"07/28/2022","3,181.03","3,137.61","3,184.44","3,123.61","2.11M","2.25%"
"07/27/2022","3,111.12","3,039.07","3,116.25","3,034.20","1.39M","2.34%"
"07/26/2022","3,039.95","3,087.56","3,091.66","3,021.02","2.64M","-1.61%"
"07/25/2022","3,089.56","3,087.85","3,108.78","3,072.34","1.80M","-0.13%"
"07/22/2022","3,093.71","3,107.37","3,119.07","3,066.88","2.08M","-0.20%"
"07/21/2022","3,099.85","3,089.81","3,106.39","3,067.42","2.42M","0.39%"
"07/20/2022","3,087.66","3,032.05","3,094.64","3,022.54","3.40M","2.95%"
"07/19/2022","2,999.32","2,956.19","3,003.90","2,956.19","1.87M","0.35%"
"07/18/2022","2,988.83","2,949.32","3,001.95","2,940.83","3.20M","2.30%"
"07/15/2022","2,921.61","2,944.98","2,955.07","2,881.02","4.57M","-0.14%"
"07/14/2022","2,925.66","2,981.51","2,982.49","2,894.68","4.76M","-1.32%"
"07/13/2022","2,964.68","3,028.34","3,034.20","2,961.02","3.86M","-1.49%"
"07/12/2022","3,009.51","3,038.98","3,059.76","3,005.17","3.73M","-0.93%"
"07/11/2022","3,037.90","3,128.00","3,146.39","3,030.29","6.97M","-4.64%"
"07/08/2022","3,185.86","3,219.56","3,224.44","3,170.78","2.14M","-0.68%"
"07/07/2022","3,207.71","3,191.27","3,238.49","3,185.47","1.99M","0.83%"
"07/06/2022","3,181.27","3,140.05","3,188.83","3,124.20","2.18M","1.38%"
"07/05/2022","3,137.91","3,175.66","3,192.25","3,128.78","2.17M","-0.58%"
"07/04/2022","3,156.20","3,231.27","3,237.08","3,146.44","2.62M","-2.41%"
"07/01/2022","3,234.30","3,180.54","3,251.76","3,172.78","1.50M","1.47%"
"06/30/2022","3,187.47","3,192.25","3,230.20","3,175.66","2.72M","-0.71%"
"06/29/2022","3,210.30","3,191.27","3,251.76","3,191.27","2.13M","-0.83%"
"06/28/2022","3,237.27","3,226.39","3,248.83","3,192.83","1.40M","0.10%"
"06/27/2022","3,233.91","3,268.35","3,280.93","3,225.91","2.04M","0.66%"
"06/24/2022","3,212.83","3,257.61","3,263.47","3,197.61","2.13M","-0.47%"
"06/23/2022","3,228.15","3,144.39","3,237.13","3,144.39","3.69M","2.66%"
"06/22/2022","3,144.39","3,121.90","3,171.32","3,105.42","3.34M","0.34%"
"06/21/2022","3,133.66","3,053.71","3,158.83","3,049.22","2.96M","0.68%"
"06/20/2022","3,112.40","3,094.00","3,138.75","3,069.00","1.50M","0.76%"
"06/17/2022","3,088.90","3,092.00","3,118.75","3,023.85","5.24M","-1.69%"
"06/16/2022","3,142.00","3,240.00","3,244.85","3,133.05","2.03M","-2.01%"
"06/15/2022","3,206.30","3,218.50","3,234.00","3,201.00","1.40M","-0.13%"
"06/14/2022","3,210.55","3,190.00","3,238.90","3,174.70","2.61M","-0.28%"
"06/13/2022","3,219.60","3,290.00","3,293.00","3,192.45","3.03M","-4.18%"
"06/10/2022","3,359.90","3,382.00","3,393.00","3,352.00","1.53M","-1.96%"
"06/09/2022","3,427.10","3,385.00","3,437.00","3,353.10","1.28M","0.67%"
"06/08/2022","3,404.15","3,380.15","3,413.95","3,346.50","2.19M","1.23%"
"06/07/2022","3,362.70","3,401.05","3,418.85","3,356.00","2.31M","-1.99%"
"06/06/2022","3,430.95","3,418.00","3,453.00","3,377.15","1.08M","-0.27%"
"06/03/2022","3,440.15","3,459.40","3,477.30","3,431.20","1.91M","0.50%"
"06/02/2022","3,423.00","3,355.00","3,432.00","3,346.30","2.66M","2.02%"
"06/01/2022","3,355.20","3,388.00","3,388.00","3,340.05","1.49M","-0.27%"
"05/31/2022","3,364.35","3,354.15","3,383.40","3,325.00","4.84M","-0.32%"
"05/30/2022","3,375.25","3,297.00","3,386.60","3,286.35","2.09M","3.49%"
"05/27/2022","3,261.30","3,253.20","3,278.90","3,229.20","3.10M","1.06%"
"05/26/2022","3,226.95","3,191.00","3,241.50","3,180.55","2.81M","1.87%"
"05/25/2022","3,167.65","3,292.85","3,292.85","3,154.05","3.55M","-3.66%"
"05/24/2022","3,288.00","3,315.15","3,324.85","3,275.60","1.71M","-1.02%"
"05/23/2022","3,321.75","3,304.80","3,338.90","3,267.00","2.29M","0.87%"
"05/20/2022","3,293.00","3,310.00","3,313.90","3,270.05","3.07M","0.95%"
"05/19/2022","3,261.95","3,397.00","3,405.00","3,230.00","4.64M","-5.42%"
"05/18/2022","3,448.80","3,465.00","3,495.00","3,443.05","1.87M","-0.08%"
"05/17/2022","3,451.60","3,370.00","3,467.00","3,350.40","1.75M","2.22%"
"05/16/2022","3,376.80","3,415.00","3,430.00","3,366.60","1.20M","-1.12%"
"05/13/2022","3,414.90","3,435.00","3,439.90","3,382.15","2.19M","0.18%"
"05/12/2022","3,408.65","3,378.00","3,449.70","3,350.10","2.81M","-0.10%"
"05/11/2022","3,412.00","3,435.00","3,448.45","3,382.15","1.84M","-0.78%"
"05/10/2022","3,438.75","3,434.00","3,464.80","3,422.00","1.62M","-0.18%"
"05/09/2022","3,445.10","3,398.00","3,456.00","3,346.85","2.48M","0.36%"
"05/06/2022","3,432.60","3,459.00","3,474.50","3,424.50","2.01M","-2.30%"
"05/05/2022","3,513.40","3,512.10","3,533.00","3,485.35","1.61M","0.97%"
"05/04/2022","3,479.75","3,538.50","3,545.45","3,465.30","2.31M","-1.77%"
"05/02/2022","3,542.40","3,519.90","3,547.95","3,492.75","1.32M","-0.12%"
"04/29/2022","3,546.70","3,597.00","3,623.25","3,536.85","2.05M","-1.05%"
"04/28/2022","3,584.30","3,588.00","3,604.40","3,538.05","1.70M","0.65%"
"04/27/2022","3,561.20","3,546.00","3,568.45","3,506.30","1.73M","0.42%"
"04/26/2022","3,546.30","3,575.15","3,587.90","3,518.15","1.94M","-0.05%"
"04/25/2022","3,548.20","3,558.00","3,584.00","3,533.10","1.96M","-1.78%"
"04/22/2022","3,612.55","3,581.10","3,617.00","3,571.50","1.58M","-0.44%"
"04/21/2022","3,628.65","3,580.00","3,644.00","3,567.40","2.28M","2.02%"
"04/20/2022","3,556.80","3,500.00","3,569.15","3,480.00","2.64M","2.45%"
"04/19/2022","3,471.90","3,550.00","3,563.55","3,439.15","3.17M","-1.59%"
"04/18/2022","3,528.05","3,610.00","3,610.00","3,522.50","3.82M","-3.66%"
"04/13/2022","3,661.95","3,707.00","3,709.85","3,655.55","1.62M","-0.79%"
"04/12/2022","3,691.10","3,683.00","3,739.00","3,648.35","4.48M","-0.14%"
"04/11/2022","3,696.40","3,690.00","3,712.35","3,656.10","2.29M","0.29%"
"04/08/2022","3,685.65","3,690.00","3,705.00","3,642.50","2.30M","0.04%"
"04/07/2022","3,684.15","3,745.50","3,745.50","3,679.00","2.49M","-1.90%"
"04/06/2022","3,755.35","3,809.30","3,809.30","3,731.15","2.05M","-1.56%"
"04/05/2022","3,814.80","3,772.00","3,835.60","3,772.00","2.31M","1.18%"
"04/04/2022","3,770.35","3,762.00","3,780.00","3,737.10","1.47M","0.31%"
"04/01/2022","3,758.75","3,748.00","3,763.00","3,728.05","1.39M","0.50%"
"03/31/2022","3,739.95","3,740.00","3,754.65","3,720.20","2.17M","0.23%"
"03/30/2022","3,731.55","3,738.00","3,738.00","3,706.20","1.58M","0.71%"
"03/29/2022","3,705.35","3,694.75","3,722.00","3,691.00","2.69M","-0.06%"
"03/28/2022","3,707.70","3,695.00","3,713.00","3,661.20","1.76M","0.01%"
"03/25/2022","3,707.45","3,759.90","3,779.50","3,672.00","1.69M","-1.13%"
"03/24/2022","3,749.85","3,700.00","3,758.20","3,695.00","1.88M","1.01%"
"03/23/2022","3,712.40","3,708.00","3,729.80","3,690.00","1.60M","0.31%"
"03/22/2022","3,700.95","3,640.00","3,711.00","3,625.00","2.91M","2.05%"
"03/21/2022","3,626.70","3,696.00","3,713.95","3,615.00","2.41M","-1.25%"
"03/17/2022","3,672.75","3,696.60","3,710.00","3,660.30","3.60M","0.46%"
"03/16/2022","3,655.90","3,640.50","3,668.00","3,616.25","3.09M","1.73%"
"03/15/2022","3,593.90","3,659.00","3,659.00","3,585.40","3.65M","-1.35%"
"03/14/2022","3,643.00","3,580.00","3,648.35","3,580.00","1.77M","1.22%"
"03/11/2022","3,599.15","3,603.25","3,639.85","3,592.85","1.62M","-0.60%"
"03/10/2022","3,620.95","3,684.00","3,684.00","3,615.00","2.01M","-0.32%"
"03/09/2022","3,632.60","3,605.00","3,654.00","3,597.05","2.72M","0.91%"
"03/08/2022","3,599.95","3,460.00","3,609.00","3,460.00","3.30M","3.30%"
"03/07/2022","3,484.90","3,450.00","3,548.00","3,431.55","3.05M","-1.12%"
"03/04/2022","3,524.35","3,501.50","3,561.20","3,487.05","2.37M","-0.57%"
"03/03/2022","3,544.40","3,562.85","3,578.60","3,530.10","1.93M","-0.05%"
"03/02/2022","3,546.15","3,552.50","3,571.95","3,506.00","2.76M","-0.23%"
"02/28/2022","3,554.20","3,490.00","3,563.75","3,455.90","3.29M","0.95%"
"02/25/2022","3,520.75","3,468.00","3,530.00","3,462.00","2.55M","3.50%"
"02/24/2022","3,401.65","3,474.00","3,483.85","3,391.10","5.04M","-4.55%"
"02/23/2022","3,563.80","3,611.00","3,622.90","3,555.65","2.43M","-0.63%"
"02/22/2022","3,586.40","3,650.00","3,667.90","3,570.00","5.41M","-3.58%"
"02/21/2022","3,719.40","3,810.00","3,827.80","3,705.55","7.47M","-1.96%"
"02/18/2022","3,793.90","3,769.00","3,815.95","3,757.60","3.69M","0.26%"
"02/17/2022","3,784.20","3,825.00","3,835.00","3,779.00","3.13M","-0.76%"
"02/16/2022","3,813.10","3,844.00","3,854.10","3,806.00","3.26M","-0.12%"
"02/15/2022","3,817.80","3,786.00","3,835.00","3,748.00","3.93M","2.25%"
"02/14/2022","3,733.75","3,724.00","3,793.25","3,710.00","5.95M","1.05%"
"02/11/2022","3,694.95","3,752.50","3,752.50","3,690.00","3.85M","-2.00%"
"02/10/2022","3,770.35","3,789.80","3,789.80","3,758.00","2.11M","0.26%"
"02/09/2022","3,760.55","3,750.00","3,777.95","3,746.10","1.64M","0.46%"
"02/08/2022","3,743.45","3,791.55","3,799.70","3,721.00","2.95M","-0.94%"
"02/07/2022","3,779.00","3,791.00","3,831.80","3,756.15","1.92M","-0.94%"
"02/04/2022","3,814.90","3,815.30","3,824.70","3,769.00","2.31M","-0.25%"
"02/03/2022","3,824.60","3,851.00","3,882.50","3,816.05","1.96M","-0.82%"
"02/02/2022","3,856.20","3,827.90","3,864.00","3,800.65","1.98M","1.46%"
"02/01/2022","3,800.65","3,770.00","3,808.00","3,736.40","2.11M","1.72%"
"01/31/2022","3,736.25","3,749.00","3,758.00","3,721.40","2.74M","1.25%"
"01/28/2022","3,690.05","3,646.00","3,729.80","3,646.00","3.14M","1.12%"
"01/27/2022","3,649.25","3,731.00","3,733.40","3,625.10","5.72M","-3.20%"
"01/25/2022","3,769.90","3,769.50","3,809.40","3,722.20","3.33M","-0.04%"
"01/24/2022","3,771.35","3,840.00","3,849.65","3,740.10","3.26M","-1.62%"
"01/21/2022","3,833.50","3,807.00","3,851.55","3,771.10","3.11M","0.18%"
"01/20/2022","3,826.55","3,910.00","3,920.00","3,811.00","6.18M","-2.25%"
"01/19/2022","3,914.65","4,012.00","4,012.00","3,910.50","3.10M","-1.90%"
"01/18/2022","3,990.60","4,033.95","4,041.70","3,980.00","2.39M","-0.71%"
"01/17/2022","4,019.15","3,992.70","4,043.00","3,962.30","3.44M","1.29%"
"01/14/2022","3,968.15","3,877.85","3,977.00","3,860.05","3.35M","1.80%"
"01/13/2022","3,897.90","3,918.00","3,923.00","3,857.00","6.68M","0.98%"
"01/12/2022","3,859.90","3,925.00","3,929.00","3,836.55","3.20M","-1.43%"
"01/11/2022","3,915.90","3,856.00","3,925.00","3,856.00","1.91M","0.93%"
"01/10/2022","3,879.85","3,978.00","3,978.00","3,861.00","3.94M","0.68%"
"01/07/2022","3,853.50","3,820.00","3,864.90","3,796.40","2.46M","1.21%"
"01/06/2022","3,807.45","3,812.00","3,835.00","3,772.00","1.81M","-1.39%"
"01/05/2022","3,860.95","3,865.00","3,870.00","3,812.40","1.73M","-0.61%"
"01/04/2022","3,884.75","3,831.10","3,889.15","3,811.70","2.49M","1.75%"
"01/03/2022","3,817.75","3,750.00","3,830.00","3,745.00","2.35M","2.12%"
"12/31/2021","3,738.35","3,742.80","3,760.00","3,731.30","1.21M","0.12%"
"12/30/2021","3,733.75","3,681.35","3,740.00","3,680.00","1.97M","1.06%"
"12/29/2021","3,694.70","3,692.25","3,719.95","3,685.00","1.46M","-0.32%"
"12/28/2021","3,706.55","3,710.00","3,725.00","3,693.85","1.46M","0.28%"
"12/27/2021","3,696.10","3,671.00","3,700.00","3,653.10","1.53M","0.69%"
"12/24/2021","3,670.90","3,685.00","3,705.00","3,644.80","2.21M","0.22%"
"12/23/2021","3,662.70","3,648.00","3,670.50","3,630.00","1.79M","0.88%"
"12/22/2021","3,630.75","3,624.00","3,636.80","3,606.25","1.22M","0.62%"
"12/21/2021","3,608.30","3,582.65","3,641.20","3,566.40","2.34M","1.45%"
"12/20/2021","3,556.90","3,589.00","3,606.00","3,510.15","2.31M","-0.77%"
"12/17/2021","3,584.35","3,602.50","3,651.35","3,573.70","4.33M","0.08%"
"12/16/2021","3,581.60","3,582.00","3,608.45","3,570.00","2.07M","0.32%"
"12/15/2021","3,570.35","3,620.00","3,623.00","3,558.15","1.60M","-1.47%"
"12/14/2021","3,623.80","3,605.00","3,635.00","3,576.70","1.75M","0.39%"
"12/13/2021","3,609.65","3,650.00","3,662.00","3,601.70","1.88M","-0.75%"
"12/10/2021","3,636.80","3,585.00","3,642.00","3,575.10","1.51M","0.97%"
"12/09/2021","3,601.75","3,610.00","3,634.75","3,566.00","1.57M","-0.69%"
"12/08/2021","3,626.90","3,601.00","3,646.45","3,601.00","1.43M","1.18%"
"12/07/2021","3,584.50","3,562.50","3,598.00","3,524.30","1.48M","1.36%"
"12/06/2021","3,536.40","3,640.45","3,658.00","3,522.00","1.85M","-2.86%"
"12/03/2021","3,640.45","3,646.45","3,665.95","3,630.85","2.49M","-0.07%"
"12/02/2021","3,642.90","3,589.20","3,648.00","3,574.10","3.15M","1.82%"
"12/01/2021","3,577.80","3,535.00","3,590.00","3,535.00","2.10M","1.38%"
"11/30/2021","3,529.15","3,491.00","3,563.75","3,491.00","5.59M","0.78%"
"11/29/2021","3,502.00","3,447.15","3,529.35","3,406.45","2.98M","1.60%"
"11/26/2021","3,446.85","3,425.00","3,490.00","3,411.90","1.94M","0.03%"
"11/25/2021","3,445.90","3,443.90","3,463.00","3,434.05","1.85M","0.08%"
"11/24/2021","3,443.30","3,472.20","3,493.05","3,424.00","2.16M","-0.60%"
"11/23/2021","3,464.25","3,445.00","3,480.95","3,407.80","2.15M","0.17%"
"11/22/2021","3,458.40","3,478.40","3,515.95","3,440.30","3.17M","-0.50%"
"11/18/2021","3,475.70","3,515.15","3,520.85","3,451.60","2.14M","-1.31%"
"11/17/2021","3,521.90","3,550.60","3,562.85","3,506.40","1.63M","-0.97%"
"11/16/2021","3,556.40","3,569.00","3,575.55","3,542.00","2.01M","0.09%"
"11/15/2021","3,553.30","3,528.00","3,569.60","3,528.00","1.81M","0.77%"
"11/12/2021","3,526.05","3,506.00","3,534.15","3,485.70","1.75M","1.09%"
"11/11/2021","3,488.20","3,480.00","3,510.05","3,436.00","1.28M","0.11%"
"11/10/2021","3,484.30","3,498.00","3,519.70","3,480.20","1.52M","-0.61%"
"11/09/2021","3,505.70","3,508.00","3,535.00","3,496.00","1.78M","0.08%"
"11/08/2021","3,502.75","3,548.00","3,548.00","3,481.20","2.53M","-0.17%"
"11/04/2021","3,508.65","3,512.95","3,513.25","3,505.00","328.99K","0.47%"
"11/03/2021","3,492.25","3,504.20","3,519.90","3,466.05","1.54M","0.23%"
"11/02/2021","3,484.20","3,494.00","3,513.60","3,469.75","3.09M","0.22%"
"11/01/2021","3,476.40","3,437.95","3,487.00","3,412.95","2.02M","2.31%"
"10/29/2021","3,397.75","3,400.05","3,461.00","3,385.95","3.96M","-0.70%"
"10/28/2021","3,421.65","3,518.00","3,518.00","3,415.00","2.42M","-1.95%"
"10/27/2021","3,489.75","3,483.00","3,511.25","3,483.00","2.51M","0.21%"
"10/26/2021","3,482.60","3,494.50","3,529.00","3,475.00","3.88M","-0.30%"
"10/25/2021","3,492.95","3,503.00","3,514.55","3,450.00","2.60M","-0.17%"
"10/22/2021","3,498.85","3,560.00","3,561.60","3,485.00","2.69M","-0.95%"
"10/21/2021","3,532.50","3,604.10","3,607.45","3,511.25","4.87M","-2.12%"
"10/20/2021","3,608.85","3,612.00","3,630.00","3,578.30","2.93M","-0.70%"
"10/19/2021","3,634.15","3,669.00","3,690.10","3,625.20","3.14M","-0.36%"
"10/18/2021","3,647.15","3,603.45","3,652.70","3,601.45","3.59M","0.99%"
"10/14/2021","3,611.45","3,625.00","3,670.00","3,608.20","6.44M","-1.20%"
"10/13/2021","3,655.20","3,650.00","3,675.45","3,645.00","3.55M","0.06%"
"10/12/2021","3,652.85","3,706.00","3,707.00","3,630.60","5.75M","-0.89%"
"10/11/2021","3,685.60","3,755.00","3,757.50","3,660.00","11.85M","-6.35%"
"10/08/2021","3,935.65","3,925.00","3,989.90","3,900.00","2.93M","1.10%"
"10/07/2021","3,892.90","3,830.00","3,899.00","3,820.05","1.65M","2.15%"
"10/06/2021","3,810.90","3,836.00","3,857.45","3,795.00","1.68M","-0.58%"
"10/05/2021","3,833.30","3,754.00","3,840.00","3,741.60","1.88M","1.59%"
"10/04/2021","3,773.30","3,724.80","3,783.65","3,707.45","1.36M","1.16%"
"10/01/2021","3,730.20","3,781.75","3,810.00","3,725.00","1.58M","-1.20%"
"09/30/2021","3,775.55","3,805.00","3,805.00","3,750.10","2.25M","-0.43%"
"09/29/2021","3,791.90","3,759.80","3,806.00","3,722.15","2.49M","0.34%"
"09/28/2021","3,779.15","3,850.00","3,850.00","3,751.25","2.25M","-1.51%"
"09/27/2021","3,836.95","3,900.00","3,904.00","3,802.90","1.67M","-0.89%"
"09/24/2021","3,871.30","3,890.00","3,944.40","3,855.00","2.32M","0.05%"
"09/23/2021","3,869.25","3,870.00","3,879.00","3,835.00","2.00M","0.18%"
"09/22/2021","3,862.15","3,862.50","3,896.85","3,852.45","1.74M","-0.02%"
"09/21/2021","3,862.95","3,858.00","3,871.55","3,821.65","1.57M","1.03%"
"09/20/2021","3,823.50","3,809.00","3,871.00","3,807.85","2.00M","-0.11%"
"09/17/2021","3,827.85","3,920.00","3,945.00","3,805.00","6.48M","-1.93%"
"09/16/2021","3,903.30","3,930.00","3,981.75","3,892.10","2.95M","-1.30%"
"09/15/2021","3,954.55","3,882.10","3,980.00","3,866.00","2.46M","1.77%"
"09/14/2021","3,885.90","3,849.95","3,896.50","3,825.00","1.99M","1.05%"
"09/13/2021","3,845.35","3,767.00","3,852.40","3,767.00","1.69M","1.42%"
"09/09/2021","3,791.40","3,789.70","3,808.70","3,765.00","1.44M","0.46%"
"09/08/2021","3,774.15","3,810.00","3,815.00","3,756.00","4.15M","-1.09%"
"09/07/2021","3,815.90","3,864.00","3,869.95","3,808.25","1.59M","-0.94%"
"09/06/2021","3,852.00","3,849.70","3,877.60","3,814.00","1.72M","0.26%"
"09/03/2021","3,842.05","3,825.00","3,856.90","3,804.55","1.75M","0.14%"
"09/02/2021","3,836.75","3,734.00","3,859.15","3,722.00","3.40M","3.28%"
"09/01/2021","3,714.95","3,796.00","3,816.70","3,707.00","2.64M","-1.89%"
"08/31/2021","3,786.45","3,709.40","3,804.10","3,703.45","3.21M","2.30%"
"08/30/2021","3,701.30","3,715.00","3,740.35","3,687.60","2.03M","-0.51%"
"08/27/2021","3,720.15","3,666.00","3,729.50","3,651.10","3.94M","1.32%"
"08/26/2021","3,671.85","3,660.00","3,687.60","3,647.90","1.90M","0.35%"
"08/25/2021","3,659.00","3,610.00","3,697.75","3,607.05","2.12M","1.27%"
"08/24/2021","3,613.20","3,657.00","3,667.35","3,594.40","2.51M","-0.67%"
"08/23/2021","3,637.40","3,580.00","3,673.00","3,561.90","3.74M","2.19%"
"08/20/2021","3,559.50","3,506.00","3,575.00","3,500.00","2.84M","-0.03%"
"08/18/2021","3,560.55","3,573.85","3,595.00","3,536.60","2.63M","0.21%"
"08/17/2021","3,553.05","3,482.10","3,560.80","3,463.00","4.34M","2.31%"
"08/16/2021","3,472.95","3,460.00","3,494.35","3,436.50","2.08M","0.28%"
"08/13/2021","3,463.40","3,360.75","3,480.00","3,357.50","4.36M","3.33%"
"08/12/2021","3,351.75","3,326.00","3,368.00","3,326.00","1.31M","0.23%"
"08/11/2021","3,344.20","3,350.00","3,360.00","3,327.10","1.93M","0.31%"
"08/10/2021","3,333.90","3,315.60","3,349.90","3,315.60","2.04M","0.34%"
"08/09/2021","3,322.70","3,323.90","3,337.00","3,310.00","1.51M","0.39%"
"08/06/2021","3,309.80","3,272.55","3,324.00","3,265.00","2.29M","0.79%"
"08/05/2021","3,283.95","3,275.00","3,315.00","3,262.50","2.53M","0.31%"
"08/04/2021","3,273.95","3,300.00","3,305.20","3,261.20","2.93M","-0.33%"
"08/03/2021","3,284.90","3,229.00","3,290.00","3,218.95","3.80M","2.03%"
"08/02/2021","3,219.40","3,180.00","3,224.90","3,167.00","2.61M","1.64%"
"07/30/2021","3,167.45","3,219.00","3,223.50","3,162.35","3.00M","-0.89%"
"07/29/2021","3,195.80","3,200.25","3,225.45","3,190.30","1.73M","-0.06%"
"07/28/2021","3,197.80","3,188.00","3,204.45","3,132.40","1.66M","0.47%"
"07/27/2021","3,182.95","3,200.00","3,210.00","3,161.15","1.12M","-0.46%"
"07/26/2021","3,197.55","3,200.00","3,224.25","3,190.85","1.26M","-0.48%"
"07/23/2021","3,212.85","3,230.00","3,241.55","3,206.65","1.78M","-0.11%"
"07/22/2021","3,216.35","3,190.00","3,224.95","3,190.00","2.86M","0.33%"
"07/20/2021","3,205.80","3,184.60","3,215.00","3,156.15","1.81M","0.67%"
"07/19/2021","3,184.60","3,180.00","3,199.80","3,176.00","1.60M","-0.32%"
"07/16/2021","3,194.80","3,213.00","3,219.85","3,192.00","1.26M","-0.25%"
"07/15/2021","3,202.95","3,227.60","3,231.85","3,194.00","2.23M","-0.36%"
"07/14/2021","3,214.55","3,187.00","3,222.00","3,185.00","2.04M","0.85%"
"07/13/2021","3,187.55","3,214.00","3,214.00","3,175.00","1.81M","-0.17%"
"07/12/2021","3,193.10","3,235.00","3,236.00","3,188.35","1.89M","-0.47%"
"07/09/2021","3,208.15","3,250.00","3,282.00","3,201.00","6.37M","-1.55%"
"07/08/2021","3,258.50","3,298.00","3,298.00","3,231.90","2.49M","-0.50%"
"07/07/2021","3,274.95","3,275.00","3,282.70","3,241.60","2.64M","0.39%"
"07/06/2021","3,262.30","3,313.00","3,328.00","3,256.10","2.16M","-1.77%"
"07/05/2021","3,321.00","3,342.00","3,374.00","3,302.00","1.97M","-0.13%"
"07/02/2021","3,325.45","3,331.00","3,339.70","3,295.20","1.68M","-0.48%"
"07/01/2021","3,341.50","3,358.00","3,362.00","3,332.35","990.31K","-0.13%"
"06/30/2021","3,345.75","3,346.00","3,382.00","3,338.50","1.69M","0.15%"
"06/29/2021","3,340.85","3,342.00","3,366.30","3,326.50","1.50M","0.12%"
"06/28/2021","3,336.75","3,391.50","3,391.50","3,333.00","1.36M","-1.30%"
"06/25/2021","3,380.80","3,375.25","3,399.65","3,350.00","2.72M","0.21%"
"06/24/2021","3,373.60","3,284.00","3,383.00","3,278.50","4.16M","3.44%"
"06/23/2021","3,261.40","3,329.00","3,329.00","3,256.40","1.47M","-1.21%"
"06/22/2021","3,301.20","3,304.00","3,327.05","3,285.00","1.71M","0.86%"
"06/21/2021","3,273.10","3,265.00","3,286.00","3,251.70","1.13M","-0.73%"
"06/18/2021","3,297.30","3,350.90","3,358.00","3,275.00","3.38M","-0.62%"
"06/17/2021","3,317.75","3,265.50","3,336.05","3,260.00","2.27M","1.33%"
"06/16/2021","3,274.35","3,262.10","3,294.70","3,253.00","1.64M","0.36%"
"06/15/2021","3,262.75","3,298.00","3,298.00","3,251.55","1.30M","-0.42%"
"06/14/2021","3,276.35","3,279.00","3,308.70","3,270.35","1.85M","0.08%"
"06/11/2021","3,273.80","3,211.55","3,309.00","3,211.00","3.45M","1.77%"
"06/10/2021","3,216.80","3,210.00","3,224.00","3,193.00","1.87M","0.52%"
"06/09/2021","3,200.25","3,202.00","3,220.00","3,186.20","1.71M","0.00%"
"06/08/2021","3,200.15","3,198.00","3,231.00","3,187.20","2.57M","0.53%"
"06/07/2021","3,183.20","3,145.00","3,190.45","3,133.60","2.56M","1.25%"
